resolution,pdbid,title,expmethod,lignme,glytoucan,cids,protacxns,geneids,pmid,dois,pmcids,pclids,citations,pubchem_cid
2.2,3IB1,Structural basis of the prevention of NSAID-induced damage of the gastrointestinal tract by C-terminal half (C-lobe) of bovine colostrum protein lactoferrin: Binding and structural studies of C-lobe complex with indomethacin,X-RAY DIFFRACTION,CO3|SO4|NAG|FE|ZN|IMN,G52638VY|G49954MA|G67334XY,1117|32051|24139|19660|3715|29936,P24627,280846.0,20006955.0,10.1016/j.bpj.2009.09.030,PMC2793366,8620432.0,"Mir R, Singh N, Vikram G, Kumar RP, Sinha M, Bhushan A, Kaur P, Srinivasan A, Sharma S, Singh TP. The Structural Basis for the Prevention of Nonsteroidal Antiinflammatory Drug-Induced Gastrointestinal Tract Damage by the C-Lobe of Bovine Colostrum Lactoferrin. Biophysical Journal. 2009 Dec;97(12):3178–86. doi: 10.1016/j.bpj.2009.09.030.",3715
2.25,3ADS,Human PPARgamma ligand-binding domain in complex with indomethacin,X-RAY DIFFRACTION,IMN,,3715,P37231|3U9Q_A|2HFP_A|3OSI_A|3T03_A|3BC5_A|1I7I_A|3R5N_A|1ZEO_A|2ATH_A|3B1M_A|4PRG_A|1NYX_A|2YFE_A|2I4J_A|1FM9_D,5468.0,20717101.0,10.1038/emboj.2010.197,PMC2957204,27558139.0,2010; 29(19):3395-3407,3715
2.4,2BXK,"Human serum albumin complexed with myristate, azapropazone and indomethacin",X-RAY DIFFRACTION,AZQ|MYR|IMN,,57417511|11005|3715,P02768|3CX9_A|1HK2_A|1GNI_A|1HK3_A,213.0,16169013.0,10.1016/j.jmb.2005.07.075,,30173741.0,"Ghuman J, Zunszain PA, Petitpas I, Bhattacharya AA, Otagiri M, Curry S. Structural basis of the drug-binding specificity of human serum albumin. J Mol Biol. 2005 Oct 14;353(1):38–52. doi: 10.1016/j.jmb.2005.07.075. PMID: 16169013.",3715
2.4,4XUM,PPARgamma ligand binding domain in complex with indomethacin,X-RAY DIFFRACTION,IMN,,3715,P37231|3U9Q_A|2HFP_A|3OSI_A|3T03_A|3BC5_A|1I7I_A|3R5N_A|1ZEO_A|2ATH_A|3B1M_A|4PRG_A|1NYX_A|2YFE_A|2I4J_A|1FM9_D,5468.0,26445566.0,10.1621/nrs.13004,PMC4594550,4593512.0,"Puhl AC, Milton FA, Cvoro A, Sieglaff DH, Campos JC, Bernardes A, Filgueira CS, Lindemann JL, Deng T, Neves FA, Polikarpov I, Webb P. Mechanisms of peroxisome proliferator activated receptor ? regulation by non-steroidal anti-inflammatory drugs. Nucl Recept Signal. 2015;13():e004. PMID: 26445566; PMCID: PMC4594550.",3715
2.5,2BXM,Human serum albumin complexed with myristate and indomethacin,X-RAY DIFFRACTION,MYR|IMN,,11005|3715,P02768|3CX9_A|1HK2_A|1GNI_A|1HK3_A,213.0,16169013.0,10.1016/j.jmb.2005.07.075,,30173741.0,"Ghuman J, Zunszain PA, Petitpas I, Bhattacharya AA, Otagiri M, Curry S. Structural basis of the drug-binding specificity of human serum albumin. J Mol Biol. 2005 Oct 14;353(1):38–52. doi: 10.1016/j.jmb.2005.07.075. PMID: 16169013.",3715
2.6,2BXQ,"Human serum albumin complexed with myristate, phenylbutazone and indomethacin",X-RAY DIFFRACTION,P1Z|MYR|IMN,,11005|4781|3715,P02768|3CX9_A|1HK2_A|1GNI_A|1HK3_A,213.0,16169013.0,10.1016/j.jmb.2005.07.075,,30173741.0,"Ghuman J, Zunszain PA, Petitpas I, Bhattacharya AA, Otagiri M, Curry S. Structural basis of the drug-binding specificity of human serum albumin. J Mol Biol. 2005 Oct 14;353(1):38–52. doi: 10.1016/j.jmb.2005.07.075. PMID: 16169013.",3715
2.6,1Z9H,Microsomal prostaglandin E synthase type-2,X-RAY DIFFRACTION,ACT|CL|IMN,,175|312|3715,Q9N0A4|1Z9H_A,,15854652.0,10.1016/j.jmb.2005.03.035,,7871079.0,"Yamada T, Komoto J, Watanabe K, Ohmiya Y, Takusagawa F. Crystal structure and possible catalytic mechanism of microsomal prostaglandin E synthase type 2 (mPGES-2). J Mol Biol. 2005 May 20;348(5):1163–76. doi: 10.1016/j.jmb.2005.03.035. PMID: 15854652.",3715
2.9,2OTH,Crystal structure of a ternary complex of phospholipase A2 with indomethacin and nimesulide at 2.9 A resolution,X-RAY DIFFRACTION,NIM|CCN|IMN,,6342|3715|4495,3H1X_A|P59071|1FV0_A,,,,,,,3715
2.9,4COX,"CYCLOOXYGENASE-2 (PROSTAGLANDIN SYNTHASE-2) COMPLEXED WITH A NON-SELECTIVE INHIBITOR, INDOMETHACIN",X-RAY DIFFRACTION,NAG|IMN|HEM,G67334XY,24139|3715,Q05769,19225.0,8967954.0,10.1038/384644a0,,21244061.0,"Kurumbail RG, Stevens AM, Gierse JK, McDonald JJ, Stegeman RA, Pak JY, Gildehaus D, Miyashiro JM, Penning TD, Seibert K, Isakson PC, Stallings WC. Structural basis for selective inhibition of cyclooxygenase-2 by anti-inflammatory agents. Nature. 1996 Dec;384(6610):644–8. doi: 10.1038/384644a0. PMID: 8967954.",3715
2.9,4EIX,Structural Studies of the ternary complex of Phaspholipase A2 with nimesulide and indomethacin,X-RAY DIFFRACTION,NIM|CCN|IMN,,6342|3715|4495,3H1X_A|P59071|1FV0_A,,,,,,,3715
