resolution,pdbid,title,expmethod,lignme,glytoucan,cids,protacxns,geneids,pmid,dois,pmcids,pclids,citations
2,4DZ3,Crystal structure of a Peptidyl-prolyl cis-trans isomerase with surface mutation M61H from Burkholderia pseudomallei complexed with FK506,X-RAY DIFFRACTION,CA|ACT|EDO|FK5,"",175|271|174|445643,"","",24366729,10.1128/aac.01875-13,PMC3957879,26966061,"Begley DW, Fox D, Jenner D, Juli C, Pierce PG, Abendroth J, Muruthi M, Safford K, Anderson V, Atkins K, Barnes SR, Moen SO, Raymond AC, Stacy R, Myler PJ, Staker BL, Harmer NJ, Norville IH, Holzgrabe U, Sarkar-Tyson M, Edwards TE, Lorimer DD. A structural biology approach enables the development of antimicrobials targeting bacterial immunophilins. Antimicrob Agents Chemother. 2014;58(3):1458–67. PMID: 24366729; PMCID: PMC3957879."
2.007,4LAX,"Crystal Structure Analysis of FKBP52, Complex with FK506",X-RAY DIFFRACTION,GOL|FK5|DMS,"",679|445643|753,Q02790,2288,23933011,10.1016/j.jmb.2013.07.041,"",463329,"Bracher A, Kozany C, Hähle A, Wild P, Zacharias M, Hausch F. Crystal structures of the free and ligand-bound FK1-FK2 domain segment of FKBP52 reveal a flexible inter-domain hinge. J Mol Biol. 2013 Nov 15;425(22):4134–44. doi: 10.1016/j.jmb.2013.07.041. PMID: 23933011."
2.05,6MKE,Crystal Structure of Peptidylprolyl Isomerase from Naegleria fowleri with bound FK506,X-RAY DIFFRACTION,FK5,"",445643,"","","","","","",""
2.05,5HWC,Aspergillus fumigatus FKBP12 P90G protein bound with FK506 in P212121 space group,X-RAY DIFFRACTION,FK5,"",445643,Q4WLV6,3508401,27118592,10.1128/mbio.00492-16,PMC4850266,16868140,"Tonthat NK, Juvvadi PR, Zhang H, Lee SC, Venters R, Spicer L, Steinbach WJ, Heitman J, Schumacher MA. Structures of Pathogenic Fungal FKBP12s Reveal Possible Self-Catalysis Function. mBio. 2016 Apr 26;7(2):e00492–16. PMID: 27118592; PMCID: PMC4850266."
2.25,1Q6I,"Crystal structure of a truncated form of FkpA from Escherichia coli, in complex with immunosuppressant FK506",X-RAY DIFFRACTION,FK5,"",445643,P45523,947850,14672666,10.1016/j.jmb.2003.10.056,"",19996733,"Saul FA, Arié JP, Vulliez-le Normand B, Kahn R, Betton JM, Bentley GA. Structural and functional studies of FkpA from Escherichia coli, a cis/trans peptidyl-prolyl isomerase with chaperone activity. J Mol Biol. 2004 Jan 09;335(2):595–608. doi: 10.1016/j.jmb.2003.10.056. PMID: 14672666."
2.35,2VN1,Crystal structure of the FK506-binding domain of Plasmodium falciparum FKBP35 in complex with FK506,X-RAY DIFFRACTION,FK5,"",445643,Q8I4V8,811507,18465874,10.1021/bi800004u,"",21424544,"Kotaka M, Ye H, Alag R, Hu G, Bozdech Z, Preiser PR, Yoon HS, Lescar J. Crystal Structure of the FK506 Binding Domain of <i>Plasmodium falciparum</i> FKBP35 in Complex with FK506. Biochemistry. 2008 May 09;47(22):5951–61. doi: 10.1021/bi800004u."
2.5,1TCO,"TERNARY COMPLEX OF A CALCINEURIN A FRAGMENT, CALCINEURIN B, FKBP12 AND THE IMMUNOSUPPRESSANT DRUG FK506 (TACROLIMUS)",X-RAY DIFFRACTION,FK5|FE|PO4|MYR|CA|ZN,"",271|11005|32051|1061|445643|29936,P63099|P18203|P48452,282321|614795|286852,7543369,10.1016/0092-8674(95)90439-5,"",12434087,"Griffith JP, Kim JL, Kim EE, Sintchak MD, Thomson JA, Fitzgibbon MJ, Fleming MA, Caron PR, Hsiao K, Navia MA. X-ray structure of calcineurin inhibited by the immunophilin-immunosuppressant FKBP12-FK506 complex. Cell. 1995 Aug 11;82(3):507–22. doi: 10.1016/0092-8674(95)90439-5. PMID: 7543369."
2.5,1YAT,IMPROVED CALCINEURIN INHIBITION BY YEAST FKBP12-DRUG COMPLEXES. CRYSTALLOGRAPHIC AND FUNCTIONAL ANALYSIS,X-RAY DIFFRACTION,FK5,"",445643,P20081,855587,7681823,10.1016/s0021-9258(18)52995-1,"",5615737,"Rotonda J, Burbaum JJ, Chan HK, Marcy AI, Becker JW. Improved calcineurin inhibition by yeast FKBP12-drug complexes. Crystallographic and functional analysis. Journal of Biological Chemistry. 1993 Apr;268(11):7607–9. doi: 10.1016/s0021-9258(18)52995-1."
2.5,6TZ7,"Crystal Structure of Aspergillus fumigatus Calcineurin A, Calcineurin B, FKBP12 and FK506 (Tacrolimus)",X-RAY DIFFRACTION,FK5|FE|PO4|CA|ZN|EDO,"",271|174|32051|1061|445643|29936,Q4WUR1|Q4WLV6,3511045|3508401,31537789,10.1038/s41467-019-12199-1,PMC6753081,7476083,"Juvvadi PR, Fox D, Bobay BG, Hoy MJ, Gobeil SMC, Venters RA, Chang Z, Lin JJ, Averette AF, Cole DC, Barrington BC, Wheaton JD, Ciofani M, Trzoss M, Li X, Lee SC, Chen Y, Mutz M, Spicer LD, Schumacher MA, Heitman J, Steinbach WJ. Harnessing calcineurin-FK506-FKBP12 crystal structures from invasive fungal pathogens to develop antifungal agents. Nat Commun. 2019 Sep 19;10(1). doi: 10.1038/s41467-019-12199-1."
2.54,6VRX,Mucor circinelloides FKBP12 protein bound with FK506 in P3221 space group,X-RAY DIFFRACTION,FK5,"",445643,"","","","","","",""
2.55,6TZ6,"Crystal Structure of Candida Albicans Calcineurin A, Calcineurin B, FKBP12 and FK506 (Tacrolimus)",X-RAY DIFFRACTION,FK5|FE|PO4|CA|ZN|EDO,"",271|174|32051|1061|445643|29936,P28870,3647647,31537789,10.1038/s41467-019-12199-1,PMC6753081,7476083,"Juvvadi PR, Fox D, Bobay BG, Hoy MJ, Gobeil SMC, Venters RA, Chang Z, Lin JJ, Averette AF, Cole DC, Barrington BC, Wheaton JD, Ciofani M, Trzoss M, Li X, Lee SC, Chen Y, Mutz M, Spicer LD, Schumacher MA, Heitman J, Steinbach WJ. Harnessing calcineurin-FK506-FKBP12 crystal structures from invasive fungal pathogens to develop antifungal agents. Nat Commun. 2019 Sep 19;10(1). doi: 10.1038/s41467-019-12199-1."
2.86,5HW8,Candida albicans FKBP12 P104G protein bound with FK506 in C2 space group,X-RAY DIFFRACTION,FK5,"",445643,P28870,3647647,27118592,10.1128/mbio.00492-16,PMC4850266,16868140,"Tonthat NK, Juvvadi PR, Zhang H, Lee SC, Venters R, Spicer L, Steinbach WJ, Heitman J, Schumacher MA. Structures of Pathogenic Fungal FKBP12s Reveal Possible Self-Catalysis Function. mBio. 2016 Apr 26;7(2):e00492–16. PMID: 27118592; PMCID: PMC4850266."
3.3,6TZ8,"Crystal structure of Cryptococcus neoformans Calceineurin A, Calcineurin B, and FKBP12 with FK-506",X-RAY DIFFRACTION,SO4|FK5|FE|CA|ZN,"",271|1117|32051|445643|29936,O94746|O42773,23887158|23888175,31537789,10.1038/s41467-019-12199-1,PMC6753081,7476083,"Juvvadi PR, Fox D, Bobay BG, Hoy MJ, Gobeil SMC, Venters RA, Chang Z, Lin JJ, Averette AF, Cole DC, Barrington BC, Wheaton JD, Ciofani M, Trzoss M, Li X, Lee SC, Chen Y, Mutz M, Spicer LD, Schumacher MA, Heitman J, Steinbach WJ. Harnessing calcineurin-FK506-FKBP12 crystal structures from invasive fungal pathogens to develop antifungal agents. Nat Commun. 2019 Sep 19;10(1). doi: 10.1038/s41467-019-12199-1."
3.3,9KDF,CryoEM structure of Calcineurin-fusion Human endothelin receptor type-B in complex with RES-701-3,ELECTRON MICROSCOPY,FK5|CA|FE|ZN,"",271|32051|445643|29936,P68106,2281,40263271,10.1038/s41467-025-57960-x,PMC12015262,38707628,"Shihoya W, Akasaka H, Jordan PA, Lechner A, Okada BK, Costa Machado da Cruz G, Sano FK, Tanaka T, Kawahara R, Chaudhari R, Masamune H, Burk MJ, Nureki O. Structure of a lasso peptide bound ETB receptor provides insights into the mechanism of GPCR inverse agonism. Nat Commun. 2025 Apr 22;16(1). doi: 10.1038/s41467-025-57960-x."
3.33,9KDG,CryoEM structure of Calcineurin-fusion Human endothelin receptor type-B in the ligand-free form,ELECTRON MICROSCOPY,FK5|CA|FE|ZN,"",271|32051|445643|29936,P68106,2281,40263271,10.1038/s41467-025-57960-x,PMC12015262,38707628,"Shihoya W, Akasaka H, Jordan PA, Lechner A, Okada BK, Costa Machado da Cruz G, Sano FK, Tanaka T, Kawahara R, Chaudhari R, Masamune H, Burk MJ, Nureki O. Structure of a lasso peptide bound ETB receptor provides insights into the mechanism of GPCR inverse agonism. Nat Commun. 2025 Apr 22;16(1). doi: 10.1038/s41467-025-57960-x."
3.49,9CHU,Cryo-EM structure of calcineurin fused beta2 adrenergic receptor in norepinephrine bound inactive state,ELECTRON MICROSCOPY,FK5|E5E,"",6921840|445643,P62942|1A7X_A|P62943|1BL4_A|P63098|P63328|P07550|3P0G_A,2280|5534|19055|154,"","","","",""
3.5,9CHX,cryo-EM structure of calcineurin-fused beta2 adrenergic receptor in carazolol bound inactive state,ELECTRON MICROSCOPY,CAU|FK5,"",445643|13023332,P62942|1A7X_A|P62943|1BL4_A|P63098|P63328|P07550|3P0G_A,2280|5534|19055|154,"","","","",""
3.95,9CHV,cryo-EM structure of calcineurin-fused beta2 adrenergic receptor in apo state,ELECTRON MICROSCOPY,FK5,"",445643,P62942|1A7X_A|P62943|1BL4_A|P63098|P63328|P07550|3P0G_A,2280|5534|19055|154,"","","","",""
