resolution,pdbid,title,expmethod,lignme,glytoucan,cids,protacxns,geneids,pmid,dois,pmcids,pclids,citations,pubchem_cid
1.95,5YCS,X-Ray Structure of Enoyl-Acyl Carrier Protein Reductase from Bacillus Anthracis with triclosan,X-RAY DIFFRACTION,SO4|TCL|NAD,,5892|5564|1117,Q81GI3,75084525,28935372.0,10.1016/j.bbrc.2017.09.084,,16189104.0,"Kim HT, Kim S, Na BK, Chung J, Hwang E, Hwang KY. Structural insights into the dimer-tetramer transition of FabI from Bacillus anthracis. Biochemical and Biophysical Research Communications. 2017 Nov;493(1):28–33. doi: 10.1016/j.bbrc.2017.09.084.",5564
2.0,1C14,CRYSTAL STRUCTURE OF E COLI ENOYL REDUCTASE-NAD+-TRICLOSAN COMPLEX,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,10595560.0,10.1110/ps.8.11.2529,PMC2144207,12502403.0,"Qiu X, Janson CA, Court RI, Smyth MG, Payne DJ, Abdel-Meguid SS. Molecular basis for triclosan activity involves a flipping loop in the active site. Protein Sci. 1999 Nov;8(11):2529–32. PMID: 10595560; PMCID: PMC2144207.",5564
2.02,3P9T,SmeT-Triclosan complex,X-RAY DIFFRACTION,SO4|TCL,,5564|1117,,,21738470.0,10.1371/journal.ppat.1002103,PMC3128119,17422468.0,"Hernández A, Ruiz FM, Romero A, Martínez JL. The Binding of Triclosan to SmeT, the Repressor of the Multidrug Efflux Pump SmeDEF, Induces Antibiotic Resistance in Stenotrophomonas maltophilia. PLoS Pathog. 2011 Jun 30;7(6):e1002103. doi: 10.1371/journal.ppat.1002103.",5564
2.05,3AM5,K316A mutant of Enoyl-ACP Reductase from Plasmodium falciparum (PfENR) in complex with triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,21280175.0,10.1002/iub.412,,31597793.0,"Maity K, Banerjee T, Prabakaran N, Surolia N, Surolia A, Suguna K. Effect of substrate binding loop mutations on the structure, kinetics, and inhibition of enoyl acyl carrier protein reductase from Plasmodium falciparum. IUBMB Life. 2011 Jan;63(1):30–41. doi: 10.1002/iub.412. PMID: 21280175.",5564
2.1,4ALI,Crystal structure of S. aureus FabI in complex with NADP and triclosan (P1),X-RAY DIFFRACTION,TCL|NAP|GLU,,5885|5564|33032,,,22579249.0,10.1016/j.str.2012.03.013,PMC3376755,14752799.0,"Schiebel J, Chang A, Lu H, Baxter MV, Tonge PJ, Kisker C. Staphylococcus aureus FabI: inhibition, substrate recognition, and potential implications for in vivo essentiality. Structure. 2012 May 09;20(5):802–13. PMID: 22579249; PMCID: PMC3376755.",5564
2.101,3NRC,Crystal Structure of the Francisella tularensis enoyl-acyl carrier protein reductase (FabI) in complex with NAD+ and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,21045289.0,10.1107/s1744309110039862,PMC3001642,28224340.0,"Mehboob S, Truong K, Santarsiero BD, Johnson ME. Structure of the<i>Francisella tularensis</i>enoyl-acyl carrier protein reductase (FabI) in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2010 Oct 27;66(11):1436–40. doi: 10.1107/s1744309110039862.",5564
2.2,1UH5,Crystal Structure of Enoyl-ACP Reductase with Triclosan at 2.2angstroms,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,15381426.0,10.1016/j.jmb.2004.08.033,,11898285.0,"Pidugu LS, Kapoor M, Surolia N, Surolia A, Suguna K. Structural basis for the variation in triclosan affinity to enoyl reductases. J Mol Biol. 2004 Oct 08;343(1):147–55. doi: 10.1016/j.jmb.2004.08.033. PMID: 15381426.",5564
2.2,1D8A,E. COLI ENOYL REDUCTASE/NAD+/TRICLOSAN COMPLEX,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,10201369.0,10.1038/18803,,13170905.0,"Levy CW, Roujeinikova A, Sedelnikova S, Baker PJ, Stuitje AR, Slabas AR, Rice DW, Rafferty JB. Molecular basis of triclosan activity. Nature. 1999 Apr 01;398(6726):383–4. doi: 10.1038/18803. PMID: 10201369.",5564
2.2,2O2Y,The crystal structure of P. falciparum enoyl acyl carrier protein reductase,X-RAY DIFFRACTION,SO4|TCL|CL|NAD,,5892|312|5564|1117,,,17327670.0,10.1107/s0907444906053625,PMC2483495,25137097.0,"Muench SP, Prigge ST, McLeod R, Rafferty JB, Kirisits MJ, Roberts CW, Mui EJ, Rice DW. Studies of<i>Toxoplasma gondii</i>and<i>Plasmodium falciparum</i>enoyl acyl carrier protein reductase and implications for the development of antiparasitic agents. Acta Crystallogr D Biol Crystallogr. 2007 Feb 21;63(3):328–38. doi: 10.1107/s0907444906053625.",5564
2.22,7FCM,Crystal structure of Moraxella catarrhalis enoyl-ACP-reductase (FabI) in complex with NAD and Triclosan,X-RAY DIFFRACTION,CA|TCL|NAD,,5892|271|5564,,,,,,,,5564
2.28,3GR6,Crystal structure of the staphylococcus aureus enoyl-acyl carrier protein reductase (fabI) in complex with NADP and triclosan,X-RAY DIFFRACTION,TCL|NAP,,5885|5564,Q6GI75,,19768684.0,10.1002/prot.22581,,13355362.0,"Priyadarshi A, Kim EE, Hwang KY. Structural insights into Staphylococcus aureus enoyl-ACP reductase (FabI), in complex with NADP and triclosan. Proteins. 2010 Feb 01;78(2):480–6. doi: 10.1002/prot.22581. PMID: 19768684.",5564
2.3,2B35,Crystal structure of Mycobacterium tuberculosis enoyl reductase (InhA) inhibited by triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P9WGR0|P9WGR1,45425463|886523,,,,,,5564
2.43,1NHG,CRYSTAL STRUCTURE ANALYSIS OF PLASMODIUM FALCIPARUM ENOYL-ACYL-CARRIER-PROTEIN REDUCTASE WITH TRICLOSAN,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,11792710.0,10.1074/jbc.m112000200,,30747144.0,"Perozzo R, Kuo M, Sidhu ABS, Valiyaveettil JT, Bittman R, Jacobs WR, Fidock DA, Sacchettini JC. Structural Elucidation of the Specificity of the Antibacterial Agent Triclosan for Malarial Enoyl Acyl Carrier Protein Reductase. Journal of Biological Chemistry. 2002 Apr;277(15):13106–14. doi: 10.1074/jbc.m112000200.",5564
2.44,2QIO,X-Ray Structure of Enoyl-Acyl Carrier Protein Reductase from Bacillus Anthracis with Triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,18663709.0,10.1002/cmdc.200800047,PMC2693028,7236407.0,"Tipparaju S, Mulhearn D, Klein G, Chen Y, Tapadar S, Bishop M, Yang S, Chen J, Ghassemi M, Santarsiero B, Cook J, Johlfs M, Mesecar A, Johnson M, Kozikowski A. Design and Synthesis of Aryl Ether Inhibitors of the <i>Bacillus Anthracis</i> Enoyl-ACP Reductase. ChemMedChem. 2008 Aug 11;3(8):1250–68. doi: 10.1002/cmdc.200800047.",5564
2.49,3F4B,Crystal structure of Plasmodium berghei Enoyl-acyl-carrier-protein reductase with TRICLOSAN,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,19064257.0,10.1016/j.chom.2008.11.001,PMC2646117,7926380.0,"Yu M, Kumar TRS, Nkrumah LJ, Coppi A, Retzlaff S, Li CD, Kelly BJ, Moura PA, Lakshmanan V, Freundlich JS, Valderramos J, Vilcheze C, Siedner M, Tsai JH-, Falkard B, Sidhu ABS, Purcell LA, Gratraud P, Kremer L, Waters AP, Schiehser G, Jacobus DP, Janse CJ, Ager A, Jacobs WR, Sacchettini JC, Heussler V, Sinnis P, Fidock DA. The Fatty Acid Biosynthesis Enzyme FabI Plays a Key Role in the Development of Liver-Stage Malarial Parasites. Cell Host & Microbe. 2008 Dec;4(6):567–78. doi: 10.1016/j.chom.2008.11.001.",5564
2.5,2PD3,"Crystal Structure of the Helicobacter pylori Enoyl-Acyl Carrier Protein Reductase in Complex with Hydroxydiphenyl Ether Compounds, Triclosan and Diclosan",X-RAY DIFFRACTION,TCL|NAD,,5892|5564,O24990,,17879346.0,10.1002/prot.21586,,20055017.0,"Lee HH, Moon J, Suh SW. Crystal structure of the <i>Helicobacter pylori</i> enoyl-acyl carrier protein reductase in complex with hydroxydiphenyl ether compounds, triclosan and diclosan. Proteins. 2007 Aug 24;69(3):691–4. doi: 10.1002/prot.21586.",5564
2.5,3AM3,A372M mutant of Enoyl-ACP Reductase from Plasmodium falciparum (PfENR) in complex with triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,21280175.0,10.1002/iub.412,,31597793.0,"Maity K, Banerjee T, Prabakaran N, Surolia N, Surolia A, Suguna K. Effect of substrate binding loop mutations on the structure, kinetics, and inhibition of enoyl acyl carrier protein reductase from Plasmodium falciparum. IUBMB Life. 2011 Jan;63(1):30–41. doi: 10.1002/iub.412. PMID: 21280175.",5564
2.5,3PJD,Structure of ENR G93A mutant-NAD+-Triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
2.5,3PJE,Structure of ENR G93S mutant-NAD+-triclosan complex,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P0AEK6|P0AEK4,945870|93775413,21094257.0,10.1016/j.jsb.2010.11.008,,26903252.0,"Jiten Singh N, Shin D, Lee HM, Kim HT, Chang H, Cho JM, Kim KS, Ro S. Structural basis of triclosan resistance. Journal of Structural Biology. 2011 Apr;174(1):173–9. doi: 10.1016/j.jsb.2010.11.008.",5564
2.6,1P45,Targeting tuberculosis and malaria through inhibition of enoyl reductase: compound activity and structural data,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P9WGR0|P9WGR1,45425463|886523,12606558.0,10.1074/jbc.m211968200,,20637012.0,"Kuo MR, Morbidoni HR, Alland D, Sneddon SF, Gourlie BB, Staveski MM, Leonard M, Gregory JS, Janjigian AD, Yee C, Musser JM, Kreiswirth B, Iwamoto H, Perozzo R, Jacobs WR, Sacchettini JC, Fidock DA. Targeting Tuberculosis and Malaria through Inhibition of Enoyl Reductase. Journal of Biological Chemistry. 2003 Jun;278(23):20851–9. doi: 10.1074/jbc.m211968200.",5564
2.6,3OIF,Crystal Structure of Enoyl-ACP Reductases I (FabI) from B. subtilis (complex with NAD and TCL),X-RAY DIFFRACTION,TCL|NAD,,5892|5564,P54616,939379,21185310.0,10.1016/j.jmb.2010.12.003,,18096105.0,"Kim KH, Ha BH, Kim SJ, Hong SK, Hwang KY, Kim EE. Crystal structures of Enoyl-ACP reductases I (FabI) and III (FabL) from B. subtilis. J Mol Biol. 2011 Feb 25;406(3):403–15. doi: 10.1016/j.jmb.2010.12.003. PMID: 21185310.",5564
2.6,5IFL,Crystal structure of B. pseudomallei FabI in complex with NAD and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,28225601.0,10.1021/acs.biochem.6b01048,PMC5401771,32385329.0,"Neckles C, Eltschkner S, Cummings JE, Hirschbeck M, Daryaee F, Bommineni GR, Zhang Z, Spagnuolo L, Yu W, Davoodi S, Slayden RA, Kisker C, Tonge PJ. Rationalizing the Binding Kinetics for the Inhibition of the <i>Burkholderia pseudomallei</i> FabI1 Enoyl-ACP Reductase. Biochemistry. 2017 Mar 21;56(13):1865–78. doi: 10.1021/acs.biochem.6b01048.",5564
2.6,2O2S,The structure of T. gondii enoyl acyl carrier protein reductase in complex with NAD and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,17327670.0,10.1107/s0907444906053625,PMC2483495,25137097.0,"Muench SP, Prigge ST, McLeod R, Rafferty JB, Kirisits MJ, Roberts CW, Mui EJ, Rice DW. Studies of<i>Toxoplasma gondii</i>and<i>Plasmodium falciparum</i>enoyl acyl carrier protein reductase and implications for the development of antiparasitic agents. Acta Crystallogr D Biol Crystallogr. 2007 Feb 21;63(3):328–38. doi: 10.1107/s0907444906053625.",5564
2.8,4ALL,Crystal structure of S. aureus FabI in complex with NADP and triclosan (P212121),X-RAY DIFFRACTION,TCL|NAP,,5885|5564,,,22579249.0,10.1016/j.str.2012.03.013,PMC3376755,14752799.0,"Schiebel J, Chang A, Lu H, Baxter MV, Tonge PJ, Kisker C. Staphylococcus aureus FabI: inhibition, substrate recognition, and potential implications for in vivo essentiality. Structure. 2012 May 09;20(5):802–13. PMID: 22579249; PMCID: PMC3376755.",5564
